,type,id,status,description,amount,account,balance,direction,class,institution,connection,enrich,transactionDate,postDate,subClass.title,subClass.code,links.self,links.account,links.institution,links.connection,subClass
10,transaction,7d3e4eed-39d4-4486-ad31-358728b0a31c,posted,INTEREST CHARGES,-25.37,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-12T00:00:00Z,Unknown,0,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/7d3e4eed-39d4-4486-ad31-358728b0a31c,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
11,transaction,db4a2a0f-0b99-4545-b71f-b597e86bcfe5,posted,INTEREST ON CASH ADV,-3.08,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-12T00:00:00Z,Auxiliary Finance and Investment Services,641,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/db4a2a0f-0b99-4545-b71f-b597e86bcfe5,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
12,transaction,4dbbc328-393d-431a-ae79-844c13e55954,posted,BP 0408 AUS Card xx7381 Value Date: 11/03/2021,-100.97,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-11T00:00:00Z,Fuel Retailing,400,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/4dbbc328-393d-431a-ae79-844c13e55954,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
13,transaction,004d2dca-ef06-4a43-9b7f-f1c281eae544,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 09/03/2021,-88.39,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-11T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/004d2dca-ef06-4a43-9b7f-f1c281eae544,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
14,transaction,8063f6e1-77d8-42aa-9dbe-481e58c2edbf,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 08/03/2021,-11.37,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-09T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/8063f6e1-77d8-42aa-9dbe-481e58c2edbf,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
15,transaction,ba325964-33dd-4e57-b2b8-eb155637be58,posted,"PAYMENT RECEIVED, THANK YOU",635.40,284eeb87-2bf3-4709-ba09-4e9527d15322,,credit,transfer,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-09T00:00:00Z,,,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/ba325964-33dd-4e57-b2b8-eb155637be58,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
16,transaction,ed4a5992-3580-4a74-baa9-0083719df979,posted,BP 0408 AUS Card xx7381 Value Date: 07/03/2021,-74.81,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-07T00:00:00Z,Fuel Retailing,400,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/ed4a5992-3580-4a74-baa9-0083719df979,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
17,transaction,07af0864-9d4f-4b54-ba44-ab0d37ff2fec,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 06/03/2021,-61.00,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-07T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/07af0864-9d4f-4b54-ba44-ab0d37ff2fec,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
18,transaction,8a1beb6f-0a07-45c3-a9fa-1e85248ad09b,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 04/03/2021,-49.00,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-06T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/8a1beb6f-0a07-45c3-a9fa-1e85248ad09b,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
19,transaction,c13ab450-99cf-42f6-b471-e86ec1a969d7,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 03/03/2021,-32.33,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-03T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/c13ab450-99cf-42f6-b471-e86ec1a969d7,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
20,transaction,b15ebb29-a822-4696-af64-a88b507d7082,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 03/03/2021,-28.67,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-03T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/b15ebb29-a822-4696-af64-a88b507d7082,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
21,transaction,a4dc5957-b0a9-48a5-b6e5-0f880cba1a82,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 03/03/2021,-5.72,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-03-03T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/a4dc5957-b0a9-48a5-b6e5-0f880cba1a82,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
22,transaction,c072de08-f521-4448-b9bd-a99b54d531c1,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 28/02/2021,-238.51,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-28T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/c072de08-f521-4448-b9bd-a99b54d531c1,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
23,transaction,cfb90ff5-af13-4e08-b3b0-67bd503e7964,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 25/02/2021,-226.84,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-27T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/cfb90ff5-af13-4e08-b3b0-67bd503e7964,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
24,transaction,d128b451-fed6-4143-9537-6bcaae94cfef,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 24/02/2021,-210.53,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-25T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/d128b451-fed6-4143-9537-6bcaae94cfef,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
25,transaction,1ff96aae-566d-435c-adbc-858d51c1d4e1,posted,"PAYMENT RECEIVED, THANK YOU",876.71,284eeb87-2bf3-4709-ba09-4e9527d15322,,credit,transfer,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-22T00:00:00Z,,,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/1ff96aae-566d-435c-adbc-858d51c1d4e1,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
26,transaction,9c4ec5db-949b-48f8-856f-a146ca75f568,posted,PANCAKES ON THE ROCKS MERMAID BEACH AUS Card xx7381 Value Date: 20/02/2021,-38.36,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-21T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/9c4ec5db-949b-48f8-856f-a146ca75f568,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
27,transaction,bbd47bbc-65fc-4586-853a-c48842c818a0,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 18/02/2021,-19.69,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-18T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/bbd47bbc-65fc-4586-853a-c48842c818a0,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
28,transaction,1b3c3734-1738-446e-b26a-9df768bed9ec,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 17/02/2021,-153.05,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-18T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/1b3c3734-1738-446e-b26a-9df768bed9ec,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
29,transaction,322e77aa-b96a-44a0-a96a-da19203e262d,posted,BP 0408 AUS Card xx7381 Value Date: 14/02/2021,-140.75,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-16T00:00:00Z,Fuel Retailing,400,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/322e77aa-b96a-44a0-a96a-da19203e262d,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
30,transaction,62df5878-d842-44c3-a5bc-0e5023effb24,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 15/02/2021,-18.15,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-16T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/62df5878-d842-44c3-a5bc-0e5023effb24,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
31,transaction,84dfc6d9-9029-4938-ba69-931552a6f881,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 14/02/2021,-18.16,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-16T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/84dfc6d9-9029-4938-ba69-931552a6f881,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
32,transaction,b5f535dc-9ab4-4b3a-8e94-aa22981df292,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 13/02/2021,-16.16,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-14T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/b5f535dc-9ab4-4b3a-8e94-aa22981df292,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
33,transaction,48d81189-a820-47af-8321-f84d906a005a,posted,"PAYMENT RECEIVED, THANK YOU",749.12,284eeb87-2bf3-4709-ba09-4e9527d15322,,credit,transfer,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-14T00:00:00Z,,,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/48d81189-a820-47af-8321-f84d906a005a,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
34,transaction,f5e52210-3cea-4e2c-b20f-1b011f65f4bd,posted,INTEREST ON CASH ADV,-4.76,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-13T00:00:00Z,Auxiliary Finance and Investment Services,641,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/f5e52210-3cea-4e2c-b20f-1b011f65f4bd,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
35,transaction,2fc6abda-0d60-49ba-81dc-13c879495450,posted,LIQUOR EMPORIUM ALEXANDRIA NS AUS Card xx7381 Value Date: 12/02/2021,-36.10,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-13T00:00:00Z,Specialised Food Retailing,412,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/2fc6abda-0d60-49ba-81dc-13c879495450,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
36,transaction,af788c43-4c8f-40c1-923b-27299a61cefd,posted,INTEREST CHARGES,-28.03,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-13T00:00:00Z,Unknown,0,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/af788c43-4c8f-40c1-923b-27299a61cefd,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
37,transaction,e243b6b0-1c04-4371-8040-09bf7464322c,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 12/02/2021,-13.67,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-12T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/e243b6b0-1c04-4371-8040-09bf7464322c,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
38,transaction,80281fe4-fca2-44dc-ba1f-cc3c19ff5760,posted,LIQUOR EMPORIUM ALEXANDRIA NS AUS Card xx7381 Value Date: 10/02/2021,-31.48,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-11T00:00:00Z,Specialised Food Retailing,412,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/80281fe4-fca2-44dc-ba1f-cc3c19ff5760,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
39,transaction,89556107-f187-4c95-86e9-d6ca0e140b36,posted,BP 0408 AUS Card xx7381 Value Date: 10/02/2021,-97.05,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-10T00:00:00Z,Fuel Retailing,400,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/89556107-f187-4c95-86e9-d6ca0e140b36,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
40,transaction,3c079f43-edd1-4726-80ec-b4815fbfa42b,posted,PANCAKES ON THE ROCKS MERMAID BEACH AUS Card xx7381 Value Date: 09/02/2021,-19.30,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2023-02-09T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/3c079f43-edd1-4726-80ec-b4815fbfa42b,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
