id,status,amount,direction,account,class,category,year,month,day
9492be43-0b6b-44d3-9b47-def5386f5902,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Nov,12
fc8d9902-4b3c-4f4e-941c-d498eb4b8d39,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Oct,27
9ecf1a23-9f87-4493-9f5d-dd825d29f7e5,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Oct,17
acea410f-a998-4b6b-a741-c691e10b9f2a,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Oct,13
95644266-e12a-4b9d-a40f-d0d0673ddad0,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Sep,27
19dfa19d-bd08-4fa3-b30c-81f9fbc7a2f2,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Sep,14
fae280d4-7756-4769-95bf-221473021b2b,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Sep,12
99a01ee4-941c-45ce-bff1-190c2d11219d,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Aug,27
0ce719d0-be2c-4c0d-a999-edab6390a83d,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Aug,17
552d2ea3-11a5-4c14-823c-55fbc4705af6,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Aug,13
6432193d-2551-4eb8-a301-50385be1a5ef,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,July,28
95f77213-612a-4189-8332-78ad4c287c5d,posted,61.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,July,28
5d0f07e9-899e-44ed-ab05-61eab4d35610,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,July,17
15d2f831-c7a6-41e0-b9b6-438a2c025715,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,July,13
3e5b6647-f882-47dc-b8e3-6b6e5d86e5b4,posted,14.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,July,06
26e336e2-1739-4c4a-ae99-ba6e6c0e434f,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,June,27
1c8b673d-5d96-4a28-8114-d1d1e6a69814,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,June,19
7a1b4d73-c8ac-4a10-b6ff-b2dd01a47b30,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,June,15
d8162a0d-9bfc-4fd8-8d2b-4f07209cf188,posted,752.4,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,June,09
749e1fd8-dba9-4aa9-bc4b-7190b0560d2c,posted,261.78,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,May,31
3ee2384d-bd8e-4908-9d0c-78924880d4b0,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,May,30
b7b4c90a-97db-49c1-b737-3b0e2bd3ce39,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,May,17
5c35f3c8-e256-4b4d-8f34-374902a17e05,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,May,15
100d6e9b-18cd-49fc-8cf7-7c790e7b57e8,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Apr,29
5eb35e39-e5f0-4b44-8347-e39505962662,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Apr,18
af960d6c-bf9d-4746-98e4-03aa54e9de0c,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Apr,14
32b08ba0-331e-4986-b032-c6adeb75a01d,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Mar,29
569c9917-51c8-4d8f-96f3-5ba3000c1beb,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Mar,17
6cf243ed-e54a-4cfd-97a1-0844e43b81ad,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Mar,15
49db9f22-fffc-471e-a79d-8cac5facf876,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Feb,28
e87e9b37-46a9-44a7-9a58-fbbf83fe0006,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Feb,16
dd298432-c060-418a-9fa6-66acb642ece8,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Feb,13
724fd80b-e1c0-4738-9c32-ed12bb00e973,posted,63.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Feb,10
af6b2ca4-0fec-426c-88b3-b7c56831e7cb,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Jan,28
e567adbb-730d-46bd-be54-4d1359518daf,posted,16.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Jan,22
60846936-3e00-4f36-ac04-62750ecc81de,posted,16.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Jan,22
fbcfacbf-5787-4795-9781-b62dfee0dd60,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Jan,18
db426dd1-65b4-43dc-bd49-cdac25587552,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2022,Jan,14
cb320d43-bdbb-4f5b-818f-c06440f812c5,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Dec,29
e569283f-8ba1-4348-9def-c4e492981eaa,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Dec,16
0dc65d34-816b-4098-bc9d-40da9f139ce6,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Dec,14
a261a487-9061-4a9b-84f8-bb24c2dcefac,posted,15985.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Nov,28
a777c40d-29fc-4106-b7a4-4c0f72d6a2a6,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Nov,17
d0bb027f-e7d3-46d9-b505-a6c16c9cddc1,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Nov,13
24e15d75-4f64-46a4-ad24-90fcd26b3c86,posted,110.2,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Nov,10
900a58b8-fc86-4d1c-bd15-c8d388f95e3a,posted,56.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Nov,03
1e75884a-d407-42d6-bf10-1ccaf62dad36,posted,56.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Nov,03
7f3abafb-8ca7-45d1-8ca5-33eea3bfc35d,posted,13136.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Oct,28
ad144b29-1555-405e-b474-a4b15e0f0daa,posted,1308.63,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Oct,20
f5816046-8b6b-4ba3-ac7c-88b272a2258f,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Oct,18
5f9bb817-8ddf-4570-999e-ea81bbc8ef49,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Oct,14
faadc338-ab43-4239-bade-99cedc4a8cda,posted,13136.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Sep,28
87fc4649-63e3-48e6-98e9-0549947a37c2,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Sep,15
52ba4140-cd41-4d33-b90b-0c661a4a7905,posted,2001.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Sep,14
d9b6f088-365c-426b-99f9-a22e79190699,posted,14.25,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Sep,14
21f818a8-31c3-46ec-8f5a-722eceb3598a,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Sep,13
45caf848-9e0f-465d-b5ba-0f08b17cdeb6,posted,34.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Sep,11
ea5c8c18-1837-4e63-a594-d32164241b92,posted,34.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Sep,11
3df59ced-c1c5-4585-b0d3-d2c0df7e449e,posted,15.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Sep,07
6718cc12-4daa-4e7b-b7f5-3aa5156e468c,posted,13136.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Aug,28
58f1d7c7-aa24-4b44-b30c-7d3e8ca0a0c0,posted,36.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Aug,27
344d442e-3440-4259-afc7-aa0a3a703933,posted,12.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Aug,19
d8ba092c-8d95-4f24-a25f-08292477c414,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Aug,18
56bf2924-9700-4cca-95b5-dffeaef39439,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Aug,14
cf0e8e76-c2aa-47cb-a1f6-0bc14fd35bd3,posted,146.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,Aug,12
05e09143-b898-4a3f-a60b-588129ae4aab,posted,13136.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,July,29
1e204731-e5c6-44dd-a5a4-d2ddcf783f8c,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,July,16
16782b86-85dd-4e4a-a685-17d128f41d35,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,July,14
78e06cc9-1236-4d52-982c-455d60cef877,posted,13136.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,June,28
d21bff86-fa91-42be-a614-62f24c38c6b3,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,June,17
1988a237-158e-4d53-9fd8-6e483b046288,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,June,15
ef4176d5-e509-44a9-89c0-a9e7526b3aef,posted,89.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,June,15
468d82dd-270b-45a3-840f-d79fe3cd0ae1,posted,13136.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,May,30
13602794-87f4-4a59-92e3-3d41b3741076,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,May,19
53c2a661-a4c4-4abf-a169-b30189907f58,posted,201.0,credit,0b107c33-e858-4bbd-abba-f757ae4da1fc,transfer,Unknown,2021,May,15
6904bbb6-1768-4324-8216-68c918859015,posted,3882.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2023,Mar,30
5aebecee-d90b-4be4-9af0-f377e4b5d0d3,posted,3890.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2023,Feb,28
515992fa-ba9d-455f-b33d-c46276a1aec0,posted,3897.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2023,Jan,28
cb321b28-2a1b-4403-adfa-4c08666a41ae,posted,3905.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,Dec,29
3b37a58c-6d1e-4386-8bf5-45f320d8df9e,posted,3912.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,Nov,28
bfef30e0-ac35-48f7-aad4-fd3723430664,posted,3920.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,Oct,28
dcd269cf-f73e-4e6e-a9d5-3945780f76ce,posted,3927.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,Sep,28
f1bf7e90-976b-40d5-816b-143b251d27ad,posted,3935.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,Aug,28
456874b1-3ff2-4da8-8323-270e8d9b6308,posted,3942.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,July,29
3e8064a6-a6eb-4f9d-9508-8b41c223b4fc,posted,3950.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,June,28
e7a4faf2-4e74-41aa-a1f7-89fc32c83ae1,posted,3957.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,May,31
a2999797-2d7f-4e65-8743-437203f9e650,posted,3965.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,Apr,30
0d469890-6c6a-4acc-a38e-f0cb8e26b06c,posted,3972.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,Mar,30
499d23e8-7e1e-4d8b-b74f-e642ec62ed40,posted,3980.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,Feb,28
14ce2c96-3864-4729-832f-e27b39bdb323,posted,3987.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2022,Jan,29
1a4be627-59b8-4d1a-969d-2ed306a0a0d4,posted,3995.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2021,Dec,30
4585a510-d498-4395-95d0-d9c501808b2c,posted,4002.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2021,Nov,29
9f0850bf-0f9a-4eb3-8ec6-66d8aa9844db,posted,4010.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2021,Oct,29
957aa03d-e6f3-4aa4-9c5b-62e0e23f8855,posted,4017.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2021,Sep,29
bd6da4c1-9bc0-43e4-8495-90814825b595,posted,4025.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2021,Aug,29
92b79109-0cb3-4999-952d-0faa308f7d52,posted,4032.5,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2021,July,30
da7aacc9-7082-4bdc-b448-b80a86b29c60,posted,4040.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2021,June,29
cf713dff-cedc-4c50-a6fa-4219b68a450d,posted,4066.25,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2021,May,31
c7b7f629-f8f9-4a32-9765-55660d20253b,posted,4040.0,credit,2df58481-c77a-40b1-8249-949cb3ea9670,loan-repayment,Unknown,2021,Apr,30
ef24bd2b-0f5b-4db0-bc43-31236ab7ad29,posted,8.0,credit,49544383-c19c-4c97-b8d1-5322d0faa6af,refund,Unknown,2023,Apr,09
920893f2-19ff-446f-995c-d00e70e7676a,posted,9376.0,credit,49544383-c19c-4c97-b8d1-5322d0faa6af,transfer,Unknown,2023,Mar,29
